judge_model,item_id,left_idx,right_idx,replicate_id,scored_option,dimension,score,model_id,model_label,condition
google/gemini-3.1-pro,3,3,5,0,option_1,task_dimension_4,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,3,5,0,option_1,task_dimension_5,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,3,5,0,option_1,task_dimension_6,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,5,3,5,0,option_2,general_accuracy_specificity,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,general_instruction_following,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,general_organization_readability,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,general_practical_usefulness,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,general_tone_audience_fit,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,task_dimension_1,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,task_dimension_2,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,task_dimension_3,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,task_dimension_4,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,task_dimension_5,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,3,5,0,option_2,task_dimension_6,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,6,6,3,0,option_1,general_accuracy_specificity,9.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,general_instruction_following,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,general_organization_readability,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,general_practical_usefulness,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,general_tone_audience_fit,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,task_dimension_1,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,task_dimension_2,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,task_dimension_3,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,task_dimension_4,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,task_dimension_5,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,3,0,option_1,task_dimension_6,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,3,6,3,0,option_2,general_accuracy_specificity,7.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,general_instruction_following,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,general_organization_readability,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,general_practical_usefulness,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,general_tone_audience_fit,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,task_dimension_1,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,task_dimension_2,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,task_dimension_3,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,task_dimension_4,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,task_dimension_5,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,6,3,0,option_2,task_dimension_6,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,8,8,3,0,option_1,general_accuracy_specificity,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,general_instruction_following,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,general_organization_readability,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,general_practical_usefulness,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,general_tone_audience_fit,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,task_dimension_1,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,task_dimension_2,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,task_dimension_3,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,task_dimension_4,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,task_dimension_5,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,3,0,option_1,task_dimension_6,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,3,8,3,0,option_2,general_accuracy_specificity,7.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,general_instruction_following,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,general_organization_readability,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,general_practical_usefulness,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,general_tone_audience_fit,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,task_dimension_1,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,task_dimension_2,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,task_dimension_3,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,task_dimension_4,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,task_dimension_5,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,8,3,0,option_2,task_dimension_6,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,general_accuracy_specificity,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,general_instruction_following,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,general_organization_readability,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,general_practical_usefulness,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,general_tone_audience_fit,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,task_dimension_1,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,task_dimension_2,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,task_dimension_3,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,task_dimension_4,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,task_dimension_5,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,9,3,0,option_1,task_dimension_6,10.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,general_accuracy_specificity,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,general_instruction_following,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,general_organization_readability,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,general_practical_usefulness,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,general_tone_audience_fit,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,task_dimension_1,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,task_dimension_2,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,task_dimension_3,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,task_dimension_4,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,task_dimension_5,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,9,3,0,option_2,task_dimension_6,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,4,4,5,0,option_1,general_accuracy_specificity,6.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,general_instruction_following,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,general_organization_readability,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,general_practical_usefulness,7.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,general_tone_audience_fit,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,task_dimension_1,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,task_dimension_2,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,task_dimension_3,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,task_dimension_4,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,task_dimension_5,6.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,5,0,option_1,task_dimension_6,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,5,4,5,0,option_2,general_accuracy_specificity,9.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,general_instruction_following,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,general_organization_readability,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,general_practical_usefulness,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,general_tone_audience_fit,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,task_dimension_1,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,task_dimension_2,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,task_dimension_3,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,task_dimension_4,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,task_dimension_5,9.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,4,5,0,option_2,task_dimension_6,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,4,4,6,0,option_1,general_accuracy_specificity,5.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,general_instruction_following,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,general_organization_readability,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,general_practical_usefulness,5.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,general_tone_audience_fit,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,task_dimension_1,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,task_dimension_2,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,task_dimension_3,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,task_dimension_4,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,task_dimension_5,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,6,0,option_1,task_dimension_6,6.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,6,4,6,0,option_2,general_accuracy_specificity,9.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,general_instruction_following,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,general_organization_readability,9.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,general_practical_usefulness,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,general_tone_audience_fit,9.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,task_dimension_1,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,task_dimension_2,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,task_dimension_3,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,task_dimension_4,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,task_dimension_5,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,4,6,0,option_2,task_dimension_6,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,8,8,4,0,option_1,general_accuracy_specificity,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,general_instruction_following,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,general_organization_readability,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,general_practical_usefulness,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,general_tone_audience_fit,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,task_dimension_1,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,task_dimension_2,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,task_dimension_3,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,task_dimension_4,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,task_dimension_5,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,8,8,4,0,option_1,task_dimension_6,10.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,4,8,4,0,option_2,general_accuracy_specificity,6.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,general_instruction_following,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,general_organization_readability,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,general_practical_usefulness,6.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,general_tone_audience_fit,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,task_dimension_1,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,task_dimension_2,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,task_dimension_3,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,task_dimension_4,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,task_dimension_5,6.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,8,4,0,option_2,task_dimension_6,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,general_accuracy_specificity,4.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,general_instruction_following,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,general_organization_readability,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,general_practical_usefulness,5.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,general_tone_audience_fit,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,task_dimension_1,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,task_dimension_2,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,task_dimension_3,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,task_dimension_4,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,task_dimension_5,3.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,4,9,0,option_1,task_dimension_6,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,9,4,9,0,option_2,general_accuracy_specificity,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,general_instruction_following,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,general_organization_readability,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,general_practical_usefulness,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,general_tone_audience_fit,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,task_dimension_1,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,task_dimension_2,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,task_dimension_3,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,task_dimension_4,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,task_dimension_5,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,9,4,9,0,option_2,task_dimension_6,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
google/gemini-3.1-pro,6,6,5,0,option_1,general_accuracy_specificity,8.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,5,0,option_1,general_instruction_following,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,5,0,option_1,general_organization_readability,9.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,5,0,option_1,general_practical_usefulness,8.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,5,0,option_1,general_tone_audience_fit,9.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,5,0,option_1,task_dimension_1,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,5,0,option_1,task_dimension_2,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
google/gemini-3.1-pro,6,6,5,0,option_1,task_dimension_3,10.0,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8
